time,rnti,tbs_dl,tbs_ul,series_id
13:43:27.000000,"0xa3c4,",22.0,77.0,0.0
13:43:27.000000,"0xa3c4,",0.0,77.0,0.0
13:43:28.000000,"0xa3c4,",22.0,77.0,0.0
13:43:28.000000,"0xa3c4,",0.0,77.0,0.0
13:43:29.000000,"0xa3c4,",22.0,77.0,0.0
13:43:29.000000,"0xa3c4,",0.0,77.0,0.0
13:43:30.000000,"0xa3c4,",22.0,77.0,0.0
13:43:30.000000,"0xa3c4,",0.0,77.0,0.0
13:43:31.000000,"0xa3c4,",22.0,77.0,0.0
13:43:31.000000,"0xa3c4,",0.0,77.0,0.0
13:43:32.000000,"0xa3c4,",22.0,77.0,0.0
13:43:32.000000,"0xa3c4,",0.0,77.0,0.0
13:43:33.000000,"0xa3c4,",22.0,77.0,0.0
13:43:33.000000,"0xa3c4,",0.0,77.0,0.0
13:43:34.000000,"0xa3c4,",22.0,77.0,0.0
13:43:34.000000,"0xa3c4,",0.0,77.0,0.0
13:43:35.000000,"0xa3c4,",22.0,77.0,0.0
13:43:35.000000,"0xa3c4,",0.0,77.0,0.0
13:43:36.000000,"0xa3c4,",22.0,77.0,0.0
13:43:36.000000,"0xa3c4,",0.0,77.0,0.0
13:43:37.000000,"0xa3c4,",22.0,77.0,0.0
13:43:37.000000,"0xa3c4,",0.0,77.0,0.0
13:43:38.000000,"0xa3c4,",22.0,77.0,0.0
13:43:38.000000,"0xa3c4,",0.0,77.0,0.0
13:43:39.000000,"0xa3c4,",22.0,77.0,0.0
13:43:39.000000,"0xa3c4,",0.0,77.0,0.0
13:43:40.000000,"0xa3c4,",22.0,77.0,0.0
13:43:40.000000,"0xa3c4,",0.0,77.0,0.0
13:43:41.000000,"0xa3c4,",22.0,77.0,0.0
13:43:41.000000,"0xa3c4,",0.0,77.0,0.0
13:43:42.000000,"0xa3c4,",22.0,77.0,0.0
13:43:42.000000,"0xa3c4,",0.0,77.0,0.0
13:43:43.000000,"0xa3c4,",22.0,77.0,0.0
13:43:43.000000,"0xa3c4,",0.0,77.0,0.0
13:43:44.000000,"0xa3c4,",22.0,77.0,0.0
13:43:44.000000,"0xa3c4,",0.0,77.0,0.0
13:43:45.000000,"0xa3c4,",22.0,77.0,0.0
13:43:45.000000,"0xa3c4,",0.0,77.0,0.0
13:43:46.000000,"0xa3c4,",22.0,77.0,0.0
13:43:46.000000,"0xa3c4,",0.0,77.0,0.0
13:43:47.000000,"0xa3c4,",22.0,77.0,0.0
13:43:47.000000,"0xa3c4,",0.0,77.0,0.0
13:43:48.000000,"0xa3c4,",22.0,77.0,0.0
13:43:48.000000,"0xa3c4,",0.0,77.0,0.0
13:43:49.000000,"0xa3c4,",22.0,77.0,0.0
13:43:49.000000,"0xa3c4,",0.0,77.0,0.0
13:43:50.000000,"0xa3c4,",22.0,77.0,0.0
13:43:50.000000,"0xa3c4,",0.0,77.0,0.0
13:43:51.000000,"0xa3c4,",22.0,77.0,0.0
13:43:51.000000,"0xa3c4,",0.0,77.0,0.0
13:43:52.000000,"0xa3c4,",22.0,77.0,0.0
13:43:52.000000,"0xa3c4,",0.0,77.0,0.0
13:43:53.000000,"0xa3c4,",22.0,77.0,0.0
13:43:53.000000,"0xa3c4,",0.0,77.0,0.0
13:43:54.000000,"0xa3c4,",22.0,77.0,0.0
13:43:54.000000,"0xa3c4,",0.0,77.0,0.0
13:43:55.000000,"0xa3c4,",22.0,77.0,0.0
13:43:55.000000,"0xa3c4,",0.0,77.0,0.0
13:43:57.000000,"0xa3c4,",22.0,77.0,1.0
