time,rnti,tbs_dl,tbs_ul,series_id
10:57:48.000000,"0xa650,",67.0,55.0,0.0
10:57:48.000000,"0xa650,",0.0,55.0,0.0
10:57:48.415907,"0xa650,",309.0,0.0,0.0
10:57:48.417862,"0xa650,",0.0,317.0,0.0
10:57:48.432997,"0xa650,",0.0,373.0,0.0
10:57:48.435916,"0xa650,",233.0,0.0,0.0
10:57:48.437018,"0xa650,",269.0,0.0,0.0
10:57:48.447933,"0xa650,",0.0,373.0,0.0
10:57:48.450971,"0xa650,",125.0,0.0,0.0
10:57:48.452051,"0xa650,",269.0,0.0,0.0
10:57:48.462979,"0xa650,",22.0,0.0,0.0
10:57:48.465922,"0xa650,",233.0,0.0,0.0
10:57:48.477947,"0xa650,",0.0,373.0,0.0
10:57:48.492905,"0xa650,",0.0,373.0,0.0
10:57:48.496029,"0xa650,",67.0,0.0,0.0
10:57:48.500927,"0xa650,",0.0,4587.0,0.0
10:57:48.502062,"0xa650,",0.0,1479.0,0.0
10:57:48.512183,"0xa650,",193.0,0.0,0.0
10:57:48.513001,"0xa650,",389.0,0.0,0.0
10:57:48.517108,"0xa650,",22.0,0.0,0.0
10:57:48.517923,"0xa650,",0.0,373.0,0.0
10:57:48.521012,"0xa650,",217.0,0.0,0.0
10:57:48.536012,"0xa650,",389.0,0.0,0.0
10:57:48.538103,"0xa650,",0.0,373.0,0.0
10:57:48.542464,"0xa650,",0.0,1383.0,0.0
10:57:48.543548,"0xa650,",97.0,0.0,0.0
10:57:48.589016,"0xa650,",67.0,0.0,0.0
10:57:48.597929,"0xa650,",0.0,373.0,0.0
10:57:48.604931,"0xa650,",0.0,1908.0,0.0
10:57:48.625336,"0xa650,",749.0,0.0,0.0
10:57:48.658380,"0xa650,",0.0,373.0,0.0
10:57:48.662633,"0xa650,",0.0,2196.0,0.0
10:57:48.673479,"0xa650,",301.0,0.0,0.0
10:57:48.674564,"0xa650,",3662.0,0.0,0.0
10:57:48.675514,"0xa650,",0.0,373.0,0.0
10:57:48.692086,"0xa650,",1572.0,0.0,0.0
10:57:48.693598,"0xa650,",97.0,0.0,0.0
10:57:48.694595,"0xa650,",3662.0,0.0,0.0
10:57:48.698972,"0xa650,",3822.0,0.0,0.0
