time,rnti,link,tbs_ul
19:12:54.708297,"0x6e6d,",[UL],7407
19:12:54.709329,"0x6e6d,",[UL],8324
19:12:54.711337,"0x6e6d,",[UL],7407
19:12:54.713386,"0x6e6d,",[UL],6882
19:12:54.714461,"0x6e6d,",[UL],7407
19:12:54.716293,"0x6e6d,",[UL],7407
19:12:54.718280,"0x6e6d,",[UL],7407
19:12:54.719395,"0x6e6d,",[UL],7407
19:12:54.721421,"0x6e6d,",[UL],7407
19:12:54.723265,"0x6e6d,",[UL],7407
19:12:54.724316,"0x6e6d,",[UL],7407
19:12:54.726273,"0x6e6d,",[UL],2196
19:12:54.736196,"0x6e6d,",[UL],373
19:12:54.744265,"0x6e6d,",[UL],0
19:12:54.793783,"0x6e6d,",[UL],157
19:12:54.800827,"0x6e6d,",[UL],6594
19:12:54.801761,"0x6e6d,",[UL],7407
19:12:54.802723,"0x6e6d,",[UL],5861
19:12:54.803797,"0x6e6d,",[UL],4587
19:12:54.804903,"0x6e6d,",[UL],4107
19:12:54.805818,"0x6e6d,",[UL],4107
19:12:54.806825,"0x6e6d,",[UL],4107
19:12:54.807828,"0x6e6d,",[UL],4107
19:12:54.808874,"0x6e6d,",[UL],4107
19:12:54.809772,"0x6e6d,",[UL],3662
19:12:54.810912,"0x6e6d,",[UL],3662
19:12:54.811746,"0x6e6d,",[UL],6882
19:12:54.812873,"0x6e6d,",[UL],7407
19:12:54.813773,"0x6e6d,",[UL],7407
19:12:54.814912,"0x6e6d,",[UL],8324
19:12:54.816109,"0x6e6d,",[UL],8324
19:12:54.816842,"0x6e6d,",[UL],7407
19:12:54.817876,"0x6e6d,",[UL],8324
19:12:54.818910,"0x6e6d,",[UL],8324
19:12:54.819787,"0x6e6d,",[UL],6594
19:12:54.820903,"0x6e6d,",[UL],7407
19:12:54.821850,"0x6e6d,",[UL],8324
19:12:54.822795,"0x6e6d,",[UL],8324
19:12:54.823959,"0x6e6d,",[UL],7407
19:12:54.828445,"0x6e6d,",[UL],8324
19:12:54.829403,"0x6e6d,",[UL],3662
19:12:54.830317,"0x6e6d,",[UL],8324
19:12:54.834333,"0x6e6d,",[UL],0
