time,mean_tbs_dl,mean_tbs_ul,max_tbs_dl,max_tbs_ul,total_dl,total_ul,num_of_packets_dl,num_of_packets_ul,series_id
0.1,3.6666666666666665,139.88888888888889,22.0,317.0,33.0,1259.0,2.0,7.0,0.0
0.2,4.5,160.61111111111111,59.0,317.0,81.0,2891.0,2.0,15.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8999999999999999,25.263157894736842,147.3684210526316,317.0,269.0,480.0,2800.0,3.0,16.0,0.0
0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,14.705882352941176,147.41176470588235,217.0,269.0,250.0,2506.0,3.0,14.0,0.0
1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,5.416666666666667,159.04166666666666,97.0,301.0,130.0,3817.0,3.0,21.0,0.0
1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,8.681818181818182,177.4090909090909,97.0,1836.0,382.0,7806.0,7.0,33.0,0.0
1.9000000000000001,10.125,125.75,59.0,317.0,81.0,1006.0,2.0,4.0,0.0
2.0,0.0,237.0,0.0,317.0,0.0,474.0,0.0,2.0,0.0
2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,13.285714285714286,116.14285714285714,49.0,185.0,93.0,813.0,3.0,5.0,0.0
2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0999999999999996,39.666666666666664,104.66666666666667,97.0,157.0,119.0,314.0,2.0,2.0,0.0
3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,21.6,99.2,97.0,317.0,108.0,496.0,2.0,3.0,0.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,50.22222222222222,91.0,277.0,317.0,452.0,819.0,5.0,3.0,0.0
4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,22.615384615384617,57.46153846153846,153.0,301.0,294.0,747.0,5.0,6.0,0.0
4.8,8.666666666666666,16.333333333333332,26.0,49.0,26.0,49.0,1.0,1.0,0.0
4.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3999999999999995,16.0,95.0,26.0,285.0,48.0,285.0,2.0,1.0,0.0
5.499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,22.0,142.5,22.0,285.0,44.0,285.0,2.0,1.0,0.0
5.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.199999999999999,7.333333333333333,197.33333333333334,22.0,285.0,22.0,592.0,1.0,3.0,0.0
6.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
