time,mean_tbs_dl,mean_tbs_ul,max_tbs_dl,max_tbs_ul,total_dl,total_ul,num_of_packets_dl,num_of_packets_ul,series_id
0.1,7.333333333333333,22.0,22.0,22.0,22.0,66.0,1.0,3.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.868421052631579,165.3684210526316,11.0,185.0,33.0,6284.0,3.0,35.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,12.25,149.5,217.0,749.0,294.0,3588.0,8.0,16.0,0.0
0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8999999999999999,11.380952380952381,208.1904761904762,217.0,1095.0,239.0,4372.0,2.0,18.0,0.0
0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,100.21153846153847,200.92307692307693,1908.0,1692.0,5211.0,10448.0,8.0,43.0,0.0
1.3,5.041666666666667,144.375,77.0,185.0,121.0,3465.0,3.0,21.0,0.0
1.4000000000000001,217.82926829268294,125.67073170731707,1335.0,1383.0,17862.0,10305.0,19.0,51.0,0.0
1.5000000000000002,1574.2857142857142,101.64835164835165,6378.0,1095.0,143260.0,9250.0,36.0,44.0,0.0
1.6000000000000003,14.043478260869565,204.43478260869566,301.0,2124.0,323.0,4702.0,2.0,19.0,0.0
1.7000000000000004,17.083333333333332,126.04166666666667,285.0,285.0,410.0,3025.0,2.0,21.0,0.0
1.8000000000000005,592.1447368421053,219.94736842105263,7972.0,3422.0,45003.0,16716.0,26.0,48.0,0.0
1.9000000000000006,1388.0897435897436,119.3974358974359,3662.0,1836.0,108271.0,9313.0,45.0,29.0,0.0
2.0000000000000004,2484.031914893617,109.2872340425532,7972.0,2673.0,233499.0,10273.0,64.0,25.0,0.0
2.1000000000000005,2767.6288659793813,99.9381443298969,7407.0,1572.0,268460.0,9694.0,57.0,35.0,0.0
2.2000000000000006,1893.1560283687943,119.31205673758865,7972.0,1836.0,266935.0,16823.0,76.0,54.0,0.0
2.3000000000000007,2696.342857142857,125.70476190476191,7972.0,1980.0,283116.0,13199.0,57.0,35.0,0.0
2.400000000000001,1547.6930693069307,119.58415841584159,9838.0,1764.0,156317.0,12078.0,55.0,43.0,0.0
2.500000000000001,2193.4462809917354,104.52892561983471,11352.0,1335.0,265407.0,12648.0,48.0,46.0,0.0
2.600000000000001,1578.4952380952382,90.51428571428572,6882.0,1143.0,165742.0,9504.0,63.0,40.0,0.0
2.700000000000001,2394.4454545454546,114.51818181818182,7167.0,1572.0,263389.0,12597.0,67.0,40.0,0.0
2.800000000000001,2899.906779661017,134.08474576271186,12237.0,1764.0,342189.0,15822.0,67.0,47.0,0.0
2.9000000000000012,2076.3614457831327,97.13253012048193,7167.0,903.0,172338.0,8062.0,34.0,46.0,0.0
3.0000000000000013,2387.0,145.34177215189874,7708.0,1431.0,188573.0,11482.0,41.0,36.0,0.0
3.1000000000000014,1845.1515151515152,101.17171717171718,7167.0,749.0,182670.0,10016.0,43.0,52.0,0.0
3.2000000000000015,1879.5104166666667,106.63541666666667,7167.0,1143.0,180433.0,10237.0,38.0,53.0,0.0
3.3000000000000016,2242.0823529411764,86.08235294117647,7167.0,749.0,190577.0,7317.0,40.0,41.0,0.0
3.4000000000000017,1652.787037037037,101.31481481481481,7708.0,967.0,178501.0,10942.0,39.0,60.0,0.0
3.5000000000000018,2130.141025641026,98.01282051282051,6882.0,999.0,166151.0,7645.0,38.0,39.0,0.0
3.600000000000002,2477.175675675676,76.4054054054054,7167.0,903.0,183311.0,5654.0,45.0,26.0,0.0
3.700000000000002,7.653846153846154,137.07692307692307,177.0,807.0,199.0,3564.0,2.0,22.0,0.0
3.800000000000002,66.7,108.6,645.0,249.0,667.0,1086.0,2.0,8.0,0.0
3.900000000000002,15.666666666666666,146.44444444444446,141.0,285.0,141.0,1318.0,1.0,8.0,0.0
4.000000000000002,0.0,140.0,0.0,285.0,0.0,2800.0,0.0,20.0,0.0
4.100000000000001,14.333333333333334,120.47619047619048,301.0,233.0,301.0,2530.0,1.0,18.0,0.0
4.200000000000001,12.0,142.89285714285714,161.0,871.0,336.0,4001.0,3.0,23.0,0.0
4.300000000000001,24.5,115.11764705882354,153.0,669.0,833.0,3914.0,8.0,24.0,0.0
4.4,10.208333333333334,115.04166666666667,67.0,301.0,245.0,2761.0,5.0,19.0,0.0
4.5,16.75,103.75,67.0,149.0,67.0,415.0,1.0,3.0,0.0
4.6,20.5,229.05882352941177,217.0,1836.0,697.0,7788.0,5.0,24.0,0.0
4.699999999999999,33.5,80.5,67.0,161.0,67.0,161.0,1.0,1.0,0.0
4.799999999999999,114.10810810810811,145.67567567567568,2577.0,621.0,4222.0,5390.0,7.0,30.0,0.0
4.899999999999999,31.11111111111111,148.88888888888889,693.0,185.0,840.0,4020.0,3.0,24.0,0.0
4.999999999999998,113.34782608695652,124.21739130434783,807.0,317.0,2607.0,2857.0,6.0,17.0,0.0
5.099999999999998,24.025,135.175,469.0,749.0,961.0,5407.0,6.0,31.0,0.0
5.1999999999999975,212.69565217391303,99.78260869565217,1836.0,317.0,4892.0,2295.0,6.0,15.0,0.0
5.299999999999997,8.470588235294118,61.1764705882353,77.0,157.0,144.0,1040.0,2.0,8.0,0.0
5.399999999999997,40.916666666666664,74.66666666666667,469.0,125.0,491.0,896.0,2.0,10.0,0.0
5.4999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.599999999999997,48.6875,141.75,469.0,573.0,779.0,2268.0,3.0,12.0,0.0
5.699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.899999999999997,161.66666666666666,106.42857142857143,3062.0,149.0,3395.0,2235.0,5.0,15.0,0.0
5.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.099999999999997,42.94736842105263,115.15789473684211,357.0,185.0,1632.0,4376.0,9.0,28.0,0.0
6.199999999999997,30.555555555555557,124.03703703703704,177.0,201.0,825.0,3349.0,5.0,21.0,0.0
6.299999999999996,13.444444444444445,397.1666666666667,153.0,3822.0,242.0,7149.0,3.0,14.0,0.0
6.399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4999999999999964,202.04761904761904,89.0952380952381,2124.0,749.0,4243.0,1871.0,12.0,7.0,0.0
6.599999999999996,41.53846153846154,116.07692307692308,285.0,301.0,540.0,1509.0,3.0,9.0,0.0
6.699999999999996,167.9047619047619,108.47619047619048,1383.0,301.0,3526.0,2278.0,6.0,14.0,0.0
6.799999999999995,136.34615384615384,73.03846153846153,749.0,157.0,3545.0,1899.0,8.0,15.0,0.0
6.899999999999995,236.69444444444446,74.97222222222223,999.0,317.0,8521.0,2699.0,15.0,17.0,0.0
6.999999999999995,159.1153846153846,60.86538461538461,807.0,141.0,8274.0,3165.0,21.0,25.0,0.0
7.099999999999994,604.1066666666667,44.49333333333333,2577.0,309.0,45308.0,3337.0,45.0,25.0,0.0
7.199999999999994,665.5,47.979166666666664,2577.0,333.0,63888.0,4606.0,53.0,36.0,0.0
7.299999999999994,720.950495049505,59.05940594059406,2961.0,453.0,72816.0,5965.0,56.0,43.0,0.0
